J,R,E,M,E_Num,algo,n_subtypes,mallows_temperature,kendalls_w,runtime,kendalls_tau,subtype_acc,stage_mae,mean_stage_healthy,runtime_cross_validation,absolute_error_n_subtypes,relative_error,correct_bool
726,0.21,sn_kjContinuousBeta_sigmoid,20,5,SuStaIn (GMM),3,0.306735129673904,0.43278943278943277,4.661766489346822,0.35858585858585856,0.09002472625783217,1.9350828729281768,3.019867549668874,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,20,5,SuStaIn (KDE),3,0.306735129673904,0.43278943278943277,4.576567927996318,0.2676767676767677,0.3021387493820276,2.0621546961325965,2.880794701986755,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,21,5,BebmS,3,0.29589969875207833,0.4125874125874126,2.328798003991445,0.17676767676767677,0.6899268321582961,1.3793103448275863,0.013245033112582781,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,21,5,BebmS (Blind),3,0.29589969875207833,0.4125874125874126,2.852852956453959,0.17676767676767677,0.6600319334542217,1.2124137931034482,0.0,,3.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,21,5,Random Guessing,3,0.29589969875207833,0.4125874125874126,0.0,0.4595959595959596,0.002200786353745728,4.278620689655172,5.973509933774834,,3.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,21,5,SuStaIn (GMM),3,0.29589969875207833,0.4125874125874126,4.70365784962972,0.4646464646464647,0.3330990703865992,2.277241379310345,3.6556291390728477,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,21,5,SuStaIn (KDE),3,0.29589969875207833,0.4125874125874126,4.478450965881348,0.38888888888888884,0.03438063052574219,2.2662068965517244,3.19205298013245,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,22,5,BebmS,3,0.21821236592142368,0.5104895104895105,2.468794548511505,0.2626262626262626,0.4751346653979207,0.9434482758620689,0.0,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,22,5,BebmS (Blind),3,0.21821236592142368,0.5104895104895105,2.9696406602859495,0.19191919191919193,0.6056315665383718,0.9958620689655172,0.059602649006622516,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,22,5,Random Guessing,3,0.21821236592142368,0.5104895104895105,0.0,0.47979797979797983,0.005021149004357826,4.393103448275862,6.456953642384106,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,22,5,SuStaIn (GMM),3,0.21821236592142368,0.5104895104895105,4.7777252475420635,0.4646464646464646,0.45740445042040206,1.913103448275862,3.006622516556291,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,22,5,SuStaIn (KDE),3,0.21821236592142368,0.5104895104895105,4.479607693354288,0.3636363636363636,0.08784489819464475,2.6579310344827585,4.456953642384106,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,23,5,BebmS,3,0.4897682801854506,0.7637917637917638,2.3813510298728944,0.1818181818181818,0.10051761601936511,1.5454545454545454,0.0,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,23,5,BebmS (Blind),3,0.4897682801854506,0.7637917637917638,2.9014723618825276,0.21212121212121215,0.11393023415520195,1.6542699724517906,0.013333333333333334,,0.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,23,5,Random Guessing,3,0.4897682801854506,0.7637917637917638,0.0,0.42929292929292934,0.0016297469941515333,4.253443526170799,6.126666666666667,,0.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,23,5,SuStaIn (GMM),3,0.4897682801854506,0.7637917637917638,4.860823551813762,0.29797979797979796,0.0714786121083007,1.5179063360881542,1.56,,,100,100
